"feature","enrich_group","ef_lda","pvalue","padj","short_feature"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Lentimicrobiaceae","Saliva",0.000500500422790282,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales","Saliva",0.000499541129187535,7.32181163644453e-08,7.32181163644453e-08,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda_unclassified","Saliva",0.000499123013368776,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes","Saliva",0.000496822696094596,1.36420801146986e-05,1.36420801146986e-05,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__bacterium_p07","Saliva",0.000496617813980814,0.0364443592943262,0.0364443592943262,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae","Saliva",0.000496049459624627,1.60702091690444e-11,1.60702091690444e-11,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__P5D1-392|g__P5D1-392","Saliva",0.000495651400933286,1.68644415248468e-10,1.68644415248468e-10,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia","Saliva",0.000495041352628187,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis","Saliva",0.000493846755830114,0.032257719010124,0.032257719010124,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_unclassified","Saliva",0.000492317823945969,0.000417549701008898,0.000417549701008898,"k__Bacteria|p__Campilobacterota|c__Campy"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus","Saliva",0.000491637469475377,0.0165286618132756,0.0165286618132756,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis","Saliva",0.000491435993389502,0.000339564230742518,0.000339564230742518,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__[Eubacterium]_yurii_group","Saliva",0.000490955982520059,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_Eubacterium_unclassified","Saliva",0.000490325705144434,1.95140251592566e-06,1.95140251592566e-06,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_infelix","Saliva",0.000490215069633878,0.0165286618132756,0.0165286618132756,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hongkongensis","Saliva",0.000490054380160181,2.57952155475889e-09,2.57952155475889e-09,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas","Saliva",0.000489960743986793,0.00446154467720047,0.00446154467720047,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei","Saliva",0.000488294689297311,0.000178771255875526,0.000178771255875526,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_unclassified","Saliva",0.000488189438724837,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium","Saliva",0.000487475207837273,0.0101251313185197,0.0101251313185197,"k__Bacteria|p__Synergistota|c__Synergist"
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales|g__Saccharimonadales|s__Saccharimonadales_Candidatus_Saccharibacteria","Saliva",0.000486079299655535,2.59991630232175e-05,2.59991630232175e-05,"k__Bacteria|p__Patescibacteria|c__Saccha"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus","Saliva",0.000485946012297285,0.000178771255875526,0.000178771255875526,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Parvimonas|s__Parvimonas_uncultured","Saliva",0.000484533386432945,4.94849758405043e-05,4.94849758405043e-05,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris","Saliva",0.000482637749783326,3.3500021402671e-10,3.3500021402671e-10,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_fusca","Saliva",0.000482026382168351,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii","Saliva",0.000481595804373615,0.00122657498449833,0.00122657498449833,"k__Bacteria|p__Spirochaetota|c__Spirocha"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales","Saliva",0.000480895942594074,0.0378721886202315,0.0378721886202315,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__bacterium_NLAE-zl-P496","Saliva",0.000480655611806063,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_unidentified","Saliva",0.000478809975326013,0.000645102068662529,0.000645102068662529,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Patescibacteria|c__Gracilibacteria|o__Absconditabacteriales_(SR1)|f__Absconditabacteriales_(SR1)|g__Absconditabacteriales_(SR1)|s__Absconditabacteriales_(SR1)_unclassified","Saliva",0.000478357244339937,0.032257719010124,0.032257719010124,"k__Bacteria|p__Patescibacteria|c__Gracil"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii","Saliva",0.000477700800603576,9.40890701033343e-05,9.40890701033343e-05,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis","Saliva",0.000476587828779336,3.73810750088033e-06,3.73810750088033e-06,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae","Saliva",0.000476093287702506,0.0025090577981928,0.0025090577981928,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales","Saliva",0.000474938921924857,1.60702091690444e-11,1.60702091690444e-11,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Haemophilus_parahaemolyticus","Saliva",0.000474072455492253,0.00556480043583152,0.00556480043583152,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39|s__RF39_Firmicutes_oral","Saliva",0.000473854153011237,1.01662805827188e-06,1.01662805827188e-06,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Simonsiella","Saliva",0.000473267333973015,0.032257719010124,0.032257719010124,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_Peptococcus_unclassified","Saliva",0.000473030480051097,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified","Saliva",0.000472477987449408,1.95140251592566e-06,1.95140251592566e-06,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_naviforme","Saliva",0.000472405656196849,0.032257719010124,0.032257719010124,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii","Saliva",0.000469054128238282,0.000178771255875526,0.000178771255875526,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_unclassified","Saliva",0.000468943962003036,0.00151916671852573,0.00151916671852573,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_RC9_gut_group|s__Bacteroidales_oral","Saliva",0.000468527709249815,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius","Saliva",0.000467808818259055,0.00122657498449833,0.00122657498449833,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Amnipila|s__Amnipila_uncultured","Saliva",0.000467001310728125,0.000339564230742518,0.000339564230742518,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_uncultured|s__Lachnospiraceae_uncultured_Eubacterium_unclassified","Saliva",0.000466132986749744,1.63599136570635e-05,1.63599136570635e-05,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica","Saliva",0.000465457725355078,1.36420801146986e-05,1.36420801146986e-05,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus","Saliva",0.000464835845852123,2.59991630232175e-05,2.59991630232175e-05,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis","Saliva",0.000463479508021029,0.00122657498449833,0.00122657498449833,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae","Saliva",0.000461956829173145,8.09369613220587e-15,8.09369613220587e-15,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Xanthobacteraceae_unclassified","Saliva",0.00046131575095592,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_uncultured","Saliva",0.000461036206154907,1.95140251592566e-06,1.95140251592566e-06,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonadaceae_unclassified|s__Sphingomonadaceae_unclassified","Saliva",0.000460489360962272,0.032257719010124,0.032257719010124,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_uncultured","Saliva",0.000460124204416372,0.032257719010124,0.032257719010124,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonadaceae|s__Saccharimonadaceae_Saccharimonadaceae_unclassified","Saliva",0.000460096099493983,1.05029105059695e-11,1.05029105059695e-11,"k__Bacteria|p__Patescibacteria|c__Saccha"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__F0332|s__F0332_unclassified","Saliva",0.000458615413309346,0.00233605118198774,0.00233605118198774,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus","Saliva",0.000458578242898808,0.0143767151602636,0.0143767151602636,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_nodatum_group|s__Eubacterium_sulci","Saliva",0.000458364359346385,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_granulosa","Saliva",0.000456234865080094,9.40890701033343e-05,9.40890701033343e-05,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_Prevotella_unclassified","Saliva",0.000455753409651074,0.000645102068662529,0.000645102068662529,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus","Saliva",0.000455719836556006,1.95140251592566e-06,1.95140251592566e-06,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus","Saliva",0.000455463599183294,0.00446154467720047,0.00446154467720047,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Eikenella|s__Eikenella_uncultured","Saliva",0.000455087216558378,1.36420801146986e-05,1.36420801146986e-05,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_lecithinolyticum","Saliva",0.000454577180092955,0.032257719010124,0.032257719010124,"k__Bacteria|p__Spirochaetota|c__Spirocha"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae","Saliva",0.000454311293783321,5.0644428468009e-09,5.0644428468009e-09,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus","Saliva",0.000454004551220588,1.3217262013561e-08,1.3217262013561e-08,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_uncultured","Saliva",0.000453275239576428,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Patescibacteria|c__Gracilibacteria|o__JGI_0000069-P22|f__JGI_0000069-P22|g__JGI_0000069-P22|s__Gracilibacteria_bacterium","Saliva",0.000452610951846373,9.91538455739256e-09,9.91538455739256e-09,"k__Bacteria|p__Patescibacteria|c__Gracil"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis","Saliva",0.000449103413668475,0.0165286618132756,0.0165286618132756,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Schwartzia_unclassified","Saliva",0.000449028017792397,0.000339564230742518,0.000339564230742518,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified","Saliva",0.000448970419004432,2.59991630232175e-05,2.59991630232175e-05,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis","Saliva",0.000448452445215143,1.31011199659416e-09,1.31011199659416e-09,"k__Bacteria|p__Campilobacterota|c__Campy"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__Clostridia_vadinBB60_group_Clostridiales_bacterium","Saliva",0.000447103554128627,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurellaceae_unclassified|s__Pasteurellaceae_unclassified","Saliva",0.00044462995841601,0.00233605118198774,0.00233605118198774,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax","Saliva",0.000444544709227671,0.032257719010124,0.032257719010124,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__P5D1-392","Saliva",0.000444511723775432,1.68644415248468e-10,1.68644415248468e-10,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__TM7a","Saliva",0.000444338016308905,1.26638439309495e-12,1.26638439309495e-12,"k__Bacteria|p__Patescibacteria|c__Saccha"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma","Saliva",0.000443747822164294,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonadaceae_uncultured","Saliva",0.000443353599981711,0.00233605118198774,0.00233605118198774,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae","Saliva",0.000442562534841504,1.01662805827188e-06,1.01662805827188e-06,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii","Saliva",0.000442337795121303,0.000178771255875526,0.000178771255875526,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_Azospirillum_unclassified","Saliva",0.000442195285817643,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Lancefieldella_rimae","Saliva",0.000442189314403251,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Actinobacteriota|c__Corio"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Xanthobacteraceae_unclassified|s__Xanthobacteraceae_unclassified","Saliva",0.00044179284635738,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_uncultured","Saliva",0.000441352616487885,0.0165286618132756,0.0165286618132756,"k__Bacteria|p__Synergistota|c__Synergist"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola","Saliva",0.000440329394330688,7.14725297659245e-06,7.14725297659245e-06,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_unclassified","Saliva",0.000438774739833545,0.032257719010124,0.032257719010124,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__0319-6G20|f__0319-6G20","Saliva",0.000438667908172623,0.00446154467720047,0.00446154467720047,"k__Bacteria|p__Bdellovibrionota|c__Oligo"
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_unclassified","Saliva",0.000437675924713874,1.4184437315056e-07,1.4184437315056e-07,"k__Bacteria|p__Spirochaetota|c__Spirocha"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Metamycoplasma_salivarium","Saliva",0.000437492463560989,0.000339564230742518,0.000339564230742518,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_propionicum","Saliva",0.000437204449432329,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_uncultured","Saliva",0.000436579729988738,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bdellovibrionota","Saliva",0.000436371753794968,0.00446154467720047,0.00446154467720047,"k__Bacteria|p__Bdellovibrionota"
"k__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__0319-6G20|f__0319-6G20|g__0319-6G20|s__0319-6G20_uncultured","Saliva",0.000436330248878137,0.00446154467720047,0.00446154467720047,"k__Bacteria|p__Bdellovibrionota|c__Oligo"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia","Saliva",0.00043617493483938,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Fusobacteriota|c__Fusobac"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium_diversum","Saliva",0.000436053302418957,9.47882852532836e-18,9.47882852532836e-18,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Mogibacterium","Saliva",0.000435797806077513,1.86741670572545e-17,1.86741670572545e-17,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Mycoplasmataceae_genomosp.","Saliva",0.000435700896941676,0.032257719010124,0.032257719010124,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris","Saliva",0.000435506550443363,0.00122657498449833,0.00122657498449833,"k__Bacteria|p__Actinobacteriota|c__Actin"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_noxia","Saliva",0.000435485429489835,4.23495933595265e-11,4.23495933595265e-11,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens","Saliva",0.000433792332125366,0.00233605118198774,0.00233605118198774,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_unidentified","Saliva",0.000433748665667189,3.3500021402671e-10,3.3500021402671e-10,"k__Bacteria|p__Campilobacterota|c__Campy"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae","Saliva",0.000433630517114001,9.91538455739256e-09,9.91538455739256e-09,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_UCG-001|s__Family_XIII_UCG-001_unclassified","Saliva",0.000432548726759888,0.00855845577642375,0.00855845577642375,"k__Bacteria|p__Firmicutes|c__Clostridia|"
